"id";"title";"authors";"subjectsPOR";"institutions";"types";"accesslevel";"publicationDates";"urls";"formats";"languages";
"UFMG_5055d21bf785ffdd4f0813c747a40659";"Planejamento de caminhos em tempo real aplicado a jogos digitais";"primary[Thiago Silva Vilela(NA)]";"Jogos|Planejamento de caminhos|Inteligência artificial";"UFMG";"masterThesis";"openAccess";"2014";"http://hdl.handle.net/1843/ESBF-9Q3MT2";"masterThesis";"por"
"UFMS_828ed86db9b5dd2927a794b2bed5f6bc";"Otimização da potencia de operação em sistema isolado fotovoltaico usado técnicas de inteligencia artificial";"primary[Paucar, Braulio Chuco(NA)]";"Fuzzy (Inteligência Artificial)|Energia Solar|Inteligência Artificial|Engenharia Elétrica";"UFMS";"masterThesis";"openAccess";"2007";"https://repositorio.ufms.br/handle/123456789/626";"masterThesis";"por"
"URGS_1570cac496732dfc12cd2baa3dfc1579";"Descrição e geração de ambientes para simulações com sistemas multiagentes";"primary[Okuyama, Fabio Yoshimitsu(NA)]";"Inteligência artificial|Inteligencia artificial distribuida|Sistemas multiagentes|Simulação";"UFRGS";"masterThesis";"openAccess";"2003";"http://hdl.handle.net/10183/3818";"masterThesis";"por"
"UFOP_cb3cf84b2b2256ce0bda82410781b8cf";"Música evolutiva : uma abordagem computacional para composição algorítmica.";"primary[Freitas, Alan Robert Resende de(NA)]";"Composição musical por computador|Algoritimos genéricos|Inteligência artificial - inteligência computacional|Inteligência artificial - computação evolucionária";"UFOP";"masterThesis";"openAccess";"2011";"http://www.repositorio.ufop.br/handle/123456789/2166";"masterThesis";"por"
"UFMG_7848a75d85e6b5074324a91022bcf6e4";"Inteligência artificial adaptativa para ajuste dinâmico de dificuldade em jogos digitais";"primary[Mirna Paula Silva(NA)]";"Jogos Digitais|Balanceamento de Dificuldade|Jogos MOBA|Inteligência Artificial|Ajuste Dinâmico de Dificuldade";"UFMG";"masterThesis";"openAccess";"2015";"http://hdl.handle.net/1843/ESBF-AARQWM";"masterThesis";"por"
"UFPE_c91ea2abfda81f705181ea176c718a74";"Classificação baseada em protótipos de decisão mais próximos e distâncias adaptativas";"primary[SILVA FILHO, Telmo de Menezes e(NA)]";"Inteligência computacional|Aprendizado de computador|Inteligência artificial";"UFPE";"doctoralThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/29396";"doctoralThesis";"por"
"UNICAMP-30_21371ec85cb29437d049f1119204004a";"A combined model-based planning and model-free reinforcement learning approach for biped locomotion : Uma abordagem combinada de planejamento baseado em modelo e aprendizado por reforço para locomoção bípede";"primary[Tomazela, Rafael Mariottini, 1992-(NA)]";"Robótica|Inteligência artificial|Robotics|Artificial intelligence";"UNICAMP";"masterThesis";"openAccess";"2019";"https://hdl.handle.net/20.500.12733/1637234";"masterThesis";""
"FURG_0d4dfe8c165999ee7b9a4873b4345666";"Ferramentas de análise inteligente aplicadas ao planejamento e controle na construção naval";"primary[Souza, Karen Barañano(NA)]";"Inteligência artificial|Construção naval|Artificial intelligence|Shipbuilding";"FURG";"masterThesis";"openAccess";"2011";"http://repositorio.furg.br/handle/1/3429";"masterThesis";"por"
"UECE-0_008e8648c5889a78189d3504e5d66d0b";"Implementando Um Mecanismo de Processamento de Conhecimento em Uma Ferramenta de Ead";"primary[Taveira, Ricardo Duarte(NA)]";"Educação a distância|Inteligencia Artificial";"UECE";"masterThesis";"openAccess";"2003";"https://siduece.uece.br/siduece/trabalhoAcademicoPublico.jsf?id=29311";"masterThesis";"por"
"IEN_f45068f43a7c0cc81b5bde886b27be5c";"Determinação de dose de radiação, em tempo real, através de inteligência artificial e realidade virtual";"primary[FREITAS, Victor Gonçalves Gloria(NA)]";"";"IEN";"masterThesis";"openAccess";"2009";"http://hdl.handle.net/ien/838";"masterThesis";"por"
"IEN_6409f5970fae06060e8b2ae3960490ee";"Um sistema de identificação de transientes com inclusão de ruídos e indicação de eventos desconhecidos";"primary[Mól, Antônio Carlos de Abreu(NA)]|secondary[Instituto de Engenharia Nuclear(NA)]";"Diagnóstico de acidentes|Inteligência artificial";"IEN";"doctoralThesis";"openAccess";"2002";"http://carpedien.ien.gov.br:8080/handle/ien/1917";"doctoralThesis";"por"
"UFPE_c7ed808090739cf625fc020ec1de142f";"Numerical simulations of magnetic skyrmions in atomically-thin ferromagnetic films";"primary[STOSIC, Dusan(NA)]";"Inteligência artificial|Filmes ferromagnéticos";"UFPE";"doctoralThesis";"openAccess";"2018";"https://repositorio.ufpe.br/handle/123456789/31432";"doctoralThesis";"eng"
"UFPE_b6128776e578d78cb52fba621036b705";"Restauração de imagens através de reflexos especulares";"primary[QUEIROZ, Fabiane da Silva(NA)]";"Inteligência artificial|Processamento de imagem";"UFPE";"doctoralThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/25350";"doctoralThesis";"por"
"UFPE_0a68e857da00cfcbccd59c49b63e5371";"Consenso de segmentações de imagens usando classificação de padrões";"primary[OLIVEIRA, Wendeson da Silva(NA)]";"Inteligência artificial|Segmentação de imagens";"UFPE";"doctoralThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/25633";"doctoralThesis";"por"
"UFPE_847e377da12483745f1805737dd7c14a";"Caracterização de grupos baseada em informações relacionais";"primary[GOMES, João Emanoel Ambrósio(NA)]";"Inteligência artificial|Informações relacionais";"UFPE";"doctoralThesis";"openAccess";"2018";"https://repositorio.ufpe.br/handle/123456789/33641";"doctoralThesis";"por"
"UFPE_9ba5033a953bf4342d40e5c5b7f183a9";"Transferindo conhecimento de textos para imagens através da aprendizagem das características semânticas";"primary[WANDERLEY, Miguel Domingos de Santana(NA)]";"Inteligência artificial|Redes neurais";"UFPE";"masterThesis";"openAccess";"2018";"https://repositorio.ufpe.br/handle/123456789/32483";"masterThesis";"por"
"UFPE_4dc98264fddbf467e26c51f8b32e62af";"Técnica de calibração baseada na adaptação dos parâmetros de câmera para ambientes com diferentes índices de refração";"primary[SANTOS, Rodrigo José Batista Costa(NA)]";"Inteligência artificial|Visão computacional";"UFPE";"masterThesis";"openAccess";"2018";"https://repositorio.ufpe.br/handle/123456789/33311";"masterThesis";"por"
"UFPE_534538af483f30f465a4b56d7b67f1e2";"Um sistema de diálogo inteligente baseado em lógica de descrições";"primary[AZEVEDO, Ryan Ribeiro de(NA)]";"Inteligência artificial|Ontologia";"UFPE";"doctoralThesis";"openAccess";"2015";"https://repositorio.ufpe.br/handle/123456789/24294";"doctoralThesis";"por"
"UFPE_8ac401804438cd0947024aac69e05d76";"Reconhecimento de expressões faciais utilizando estimação de movimento";"primary[SANTIAGO, Hemir da Cunha(NA)]";"Inteligência artificial|Processamento de imagens";"UFPE";"doctoralThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/24892";"doctoralThesis";"por"
"UFPE_5869e8562cc626bc9b542c7cd7e69997";"Seleção e ponderação de características: uma metodologia que integra otimização global e local";"primary[BARROS, Adélia Carolina de Andrade(NA)]";"Inteligência artificial|Reconhecimento de padrão";"UFPE";"masterThesis";"openAccess";"2008";"https://repositorio.ufpe.br/handle/123456789/26612";"masterThesis";"por"
"UFPE_e68547806dba3ee6f42f33f1c0569c37";"Detecção do ceratocone através das imagens do Corvis ST®";"primary[LEÃO, Edileuza Virginio(NA)]";"Inteligência artificial|Processamento de imagens";"UFPE";"doctoralThesis";"openAccess";"2019";"https://repositorio.ufpe.br/handle/123456789/33694";"doctoralThesis";"por"
"UFPE_93b198ad7368b274a0f4776a4e39634f";"Combinação de classificadores em diferentes espaços de características para classificação de documentos";"primary[PINHEIRO, Roberto Hugo Wanderley(NA)]";"Inteligência artificial|Recuperação da informação";"UFPE";"doctoralThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/24893";"doctoralThesis";"por"
"UFPE_3343f7bf1908834f0d786c5ff11e5464";"iAIML: um mecanismo para o tratamento de intenção em Chatterbots";"primary[Menezes Marques das Neves, André(NA)]";"Inteligência artificial|Chatterbot|Aiml";"UFPE";"doctoralThesis";"openAccess";"2005";"https://repositorio.ufpe.br/handle/123456789/2095";"doctoralThesis";"por"
"UFPE_72548d7a61ddc4281124de9eb42bd4cf";"Uma abordagem para sumarização automática semi-extrativa";"primary[ANTUNES, Jamilson Batista(NA)]";"Inteligência artificial|Sumarização";"UFPE";"doctoralThesis";"openAccess";"2018";"https://repositorio.ufpe.br/handle/123456789/33305";"doctoralThesis";"por"
"UFPE_797251fd084a823dcd55f531470348b7";"Um processo para classificação de sentimentos no twitter utilizando termos factuais e retweets";"primary[OLIVEIRA, Gleibson Rodrigo Silva de(NA)]";"Inteligência artificial|Análise de dados";"UFPE";"masterThesis";"openAccess";"2014";"https://repositorio.ufpe.br/handle/123456789/16926";"masterThesis";"por"
"UFPE_cb366047d0bcf3834de351eade907480";"Otimização multi-objetivo on-line dos parâmetros de um controlador MFAC aplicado a sistemas não-lineares mediante algoritmo de evolução diferencial com imigrantes direcionados";"primary[SOUSA, Judas Tadeu Gomes de(NA)]";"Inteligência artificial|Otimização";"UFPE";"doctoralThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/27689";"doctoralThesis";"por"
"UFPE_8d43de39e7461b08dcf743df17bbfc71";"Combinando regressão linear clusterwise e k-means com ponderação automática das variáveis explicativas";"primary[SILVA, Ricardo Azevedo Moreira da(NA)]";"Inteligência artificial|Regressão linear";"UFPE";"masterThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/26011";"masterThesis";"por"
"UFPE_dfaa244dec1c4ddc385180e85e46c93b";"Modelo adaptativo para reconhecimento de fala com reconstrução de características ausentes";"primary[VIANA, Hesdras Oliveira(NA)]";"Inteligência artificial|Reconhecimento de fala";"UFPE";"doctoralThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/26788";"doctoralThesis";"por"
"UFPE_1d1a6c7a872ac3f9484ee9074ae41767";"Metodologia de seleção de features não supervisionada para clustering em conjunto de dados de alta dimensionalidade";"primary[OLIVEIRA, Marcos de Souza(NA)]";"Inteligência artificial|Aprendizagem de máquina";"UFPE";"masterThesis";"openAccess";"2018";"https://repositorio.ufpe.br/handle/123456789/33642";"masterThesis";"por"
"UFPE_4a1f607d26bcb6acdb3524a9046b0431";"Integrando sensores para a criação de instrumentos musicais digitais";"primary[SILVA, Eduardo Santos(NA)]";"Inteligência artificial|Computação musical";"UFPE";"masterThesis";"openAccess";"2015";"https://repositorio.ufpe.br/handle/123456789/26270";"masterThesis";"por"
"UFPE_8a99e016a63c5b85d8e7745b630a9b41";"Agrupamento de pixels e autofaces fracionário para reconhecimento de faces";"primary[CARVALHO, Tiago Buarque Assunção de(NA)]";"Inteligência artificial|Aprendizado do computador";"UFPE";"doctoralThesis";"openAccess";"2015";"https://repositorio.ufpe.br/handle/123456789/15010";"doctoralThesis";"por"
"UFPE_e78f95db41216537cdb7bf8817f8dbc5";"Seleção multiobjetivo de casos de teste utilizando técnicas de busca híbridas";"primary[SOUZA, Luciano Soares de(NA)]";"Engenharia de software|Inteligência artificial";"UFPE";"doctoralThesis";"openAccess";"2016";"https://repositorio.ufpe.br/handle/123456789/22416";"doctoralThesis";"por"
"UFPE_5c5372303a23270e5f3b042f0fb1f219";"Uma abordagem multidimensional para OLAM como ferramenta de avaliação de desempenho de modelos de classificação binária";"primary[SANTOS FILHO, Mailson Melo dos(NA)]";"Mineração de dados|Inteligência artificial";"UFPE";"masterThesis";"openAccess";"2015";"https://repositorio.ufpe.br/handle/123456789/27670";"masterThesis";"por"
"UFPE_39bb5c9cca61a6d615de111cb786dc8a";"Direito, lógica e inteligência artificial : por quê, como e em que medida automatizar a solução judicial de conflitos no Brasil";"primary[OLIVEIRA, Ítalo José da Silva(NA)]";"Direito|Lógica|Inteligência artificial";"UFPE";"doctoralThesis";"openAccess";"2019";"https://repositorio.ufpe.br/handle/123456789/35348";"doctoralThesis";"por"
"UFPE_d7c74d974794f0e14b2d90c9f4c3801c";"Combinação de kernels para predição de interações em redes biológicas";"primary[NASCIMENTO, André Câmara Alves do(NA)]";"Inteligência artificial|Aprendizado de máquina";"UFPE";"doctoralThesis";"openAccess";"2015";"https://repositorio.ufpe.br/handle/123456789/16781";"doctoralThesis";"por"
"UFPE_58c222e49721d90a646a0da67885dffc";"Method and toolkit for designing digital musical instruments: generating ideas and prototypes";"primary[CALEGARIO, Filipe Carlos de Albuquerque(NA)]";"Inteligência artificial|Computação musical";"UFPE";"doctoralThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/27845";"doctoralThesis";"eng"
"UFPE_fae116ff5999600a7ee232254e99b200";"Um Chatterbot para criação e desenvolvimento de ontologias com lógica de descrição";"primary[LIMA, Carlos Eduardo Teixeira(NA)]";"Inteligência artificial|Ontologias";"UFPE";"masterThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/25236";"masterThesis";"por"
"UFPE_277b5c66c424f67ddc31556054710a72";"Um método de expansão de ontologias baseado em questões de competência com rastreabilidade automática";"primary[BARBOSA, Yuri de Almeida Malheiros(NA)]";"Inteligência artificial|Ontologia";"UFPE";"doctoralThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/25289";"doctoralThesis";"por"
"UFPE_94e16346e52317a9fbaeb4856e075440";"Um classificador baseado em perturbações";"primary[ARAÚJO, Edson Leite(NA)]";"Inteligência artificial|Reconhecimento de padrão";"UFPE";"doctoralThesis";"openAccess";"2017";"https://repositorio.ufpe.br/handle/123456789/25856";"doctoralThesis";"por"
"UFPE_a248ee6818c2c08e1b62d6204c0613ec";"High performance Ginzburg-Landau simulations of superconductivity";"primary[STOSIC, Darko(NA)]";"Inteligência artificial|Supercondutividade";"UFPE";"doctoralThesis";"openAccess";"2018";"https://repositorio.ufpe.br/handle/123456789/31433";"doctoralThesis";"eng"
"UFPE_8a6663a390d6c318e988bf11e90eefde";"Indentificação de locutores baseada em aprendizagem não-supervisionada de características";"primary[PORPINO, Thyago Neves(NA)]";"Inteligência artificial|Redes neurais";"UFPE";"masterThesis";"openAccess";"2015";"https://repositorio.ufpe.br/handle/123456789/28365";"masterThesis";"por"
"UFPR_8623b0e87db78fcb556537da97eb0eba";"Geraçao de perífrases verbaisdo tipo estar+gerúndio e estar+particípio passado em portugues";"primary[Finger, Roger Antonio(NA)]";"Teses|Inteligencia artificial";"UFPR";"masterThesis";"openAccess";"2010";"http://hdl.handle.net/1884/24722";"masterThesis";"por"
"UFPR_062cef471b7b491b182af3cb5b7c58ba";"Aplicação de controle fuzzy a sistemas térmicos";"primary[Cripa, Camila Raquel Betin, 1989-(NA)]";"Inteligência artificial|Engenharia Química";"UFPR";"masterThesis";"openAccess";"2020";"https://hdl.handle.net/1884/67593";"masterThesis";"por"
"UFPR_c36f449d958600f4c677224338e05070";"Agente-M";"primary[Guimaraes, Alaine Margarete(NA)]";"Teses|Inteligencia artificial distribuida";"UFPR";"masterThesis";"openAccess";"2011";"http://hdl.handle.net/1884/25091";"masterThesis";"por"
"UFPR_6a0d199beba6cc5e57b59b46b1371621";"Agentes mediadores";"primary[Mueller, Eléia Gisele(NA)]";"Teses|Inteligencia artificial distribuida";"UFPR";"masterThesis";"openAccess";"2010";"http://hdl.handle.net/1884/24744";"masterThesis";"por"
"UFPR_2d267ec5fed23f900d070307bca4f4f1";"Implementação de uma análise semântica da construção ESTAR + PARTICÍPIO PASSADO em português";"primary[Machado, Edson Luiz(NA)]";"Teses|Inteligencia artificial|Semantica";"UFPR";"masterThesis";"openAccess";"2002";"http://hdl.handle.net/1884/24740";"masterThesis";"por"
"UFPR_19637ec05938ed862fa55e68e886bacb";"Construção de gramática do português para um estudo comparativo da robustez de alguns algoritmos de análise gramatical";"primary[Miola, Mariza(NA)]";"Teses|Inteligencia artificial|Algoritmos";"UFPR";"masterThesis";"openAccess";"2011";"http://hdl.handle.net/1884/25069";"masterThesis";"por"
"UFC-7_efe6ec19dddcad3c9f5c30b1bf088ee1";"Método de previsão de defeitos em estradas vicinais de terra com base no uso das redes neurais artificiais: trecho de Aquiraz - CE";"primary[Nunes, Tercia Valfridia Lima(NA)]";"Transportes|Inteligência artificial";"UFC";"masterThesis";"openAccess";"2003";"http://www.repositorio.ufc.br/handle/riufc/4904";"masterThesis";"por"
"FEI_7c60e0a44af662ee21ec9ebdcb8ef158";"Aprendizado por reforço acelerado por heurísticas no domínio do futebol de robôs simulado";"primary[Celiberto Jr., L. A.(NA)]";"Inteligência artificial|Robótica";"FEI";"masterThesis";"openAccess";"2007";"https://repositorio.fei.edu.br/handle/FEI/437";"masterThesis";"por"
"FEI_b5a9cd13aea7a7b7cf3d60644f0a036e";"Uso de heurísticas obtidas por meio de demonstrações para aceleração do aprendizado por reforço";"primary[Perico, D. H.(NA)]";"Inteligência artificial|Aprendizado do computador";"FEI";"masterThesis";"openAccess";"2012";"https://repositorio.fei.edu.br/handle/FEI/654";"masterThesis";"por"
"FEI_438d2978ecd1d54a4f6466d67a270071";"Como o processo de elicitação de preferências influencia a aceitação de recomendações de inteligência artificial";"primary[Hirai, S. A.(NA)]";"Algoritmos|Inteligência artificial";"FEI";"masterThesis";"openAccess";"2020";"https://repositorio.fei.edu.br/handle/FEI/3173|https://doi.org/10.31414/ADM.2020.D.131227";"masterThesis";"por"
"FEI_543275c9a7ae2c6da7b8021c94b06438";"Identificação da relação entre variáveis de navegação e perfis psicológicos de usuários";"primary[Araujo, Caio Felix de(NA)]";"Inteligência artificial|Tipologia (Psicologia)";"FEI";"masterThesis";"openAccess";"2014";"https://repositorio.fei.edu.br/handle/FEI/446";"masterThesis";"por"
"FEI_e233fd5e599449a85c6c9d3f1ff63b62";"Domótica inteligente: automação residencial baseada em comportamento";"primary[Sgarbi, Julio André(NA)]";"Inteligência artificial|Domótica";"FEI";"masterThesis";"openAccess";"2007";"https://repositorio.fei.edu.br/handle/FEI/3084";"masterThesis";"por"
"UNICAMP-30_c6f20d14df543259edf7eb6b1b19e53a";"Construção automatica de teoria em grafos";"primary[Pistori, Hemerson(NA)]";"Inteligência artificial|Aprendizagem pela descoberta";"UNICAMP";"masterThesis";"openAccess";"1998";"https://hdl.handle.net/20.500.12733/1586523";"masterThesis";"por"
"UNICAMP-30_e8cbbd42d3f5d0b5a464c2657eb72d2f";"Inteligencia computacional distribuida : arquitetura especificação formal e aplicação";"primary[Nakamiti, Gilberto Shigueo(NA)]";"Inteligência artificial|Engenharia de sistemas";"UNICAMP";"doctoralThesis";"openAccess";"1996";"https://hdl.handle.net/20.500.12733/1583577";"doctoralThesis";"por"
"UNICAMP-30_23a90206738d155432ec0b59be0b0f63";"Implementando um tradutor de linguagem natural para a linguagem LEGAL";"primary[Lima, Sergio Muinhos Barroso(NA)]";"Interfaces (Computador)|Inteligência artificial";"UNICAMP";"masterThesis";"openAccess";"1997";"https://hdl.handle.net/20.500.12733/1585156";"masterThesis";"por"
"UNICAMP-30_9602aebcae26dcd56acc1d561db1b91c";"Controle de trajetorias continuas por seccionamento em sub-trajetorias usando inteligencia artificial num robo multi-tarefas";"primary[Madrid, Marconi Kolm, 1962-(NA)]";"Robôs|Inteligência artificial";"UNICAMP";"doctoralThesis";"openAccess";"1994";"https://hdl.handle.net/20.500.12733/1581473";"doctoralThesis";"por"
"UNICAMP-30_b7a2bd951903b804af2a1e2cb4c420ca";"Agendamento de reuniões atraves de sistemas multiagentes";"primary[Ferreira Junior, Paulo Roberto(NA)]";"Inteligencia artificial distribuida";"UNICAMP";"masterThesis";"openAccess";"2000";"https://hdl.handle.net/20.500.12733/1589578";"masterThesis";"por"
"UFOP_89f4e34e9c00534d0a1a13f30cfd2ced";"Uma abordagem híbrida para resolver o problema da escala de motoristas de ônibus urbano.";"primary[Souza, Danilo Santos(NA)]";"Metaheurísticas|Inteligência artificial";"UFOP";"masterThesis";"openAccess";"2014";"http://www.repositorio.ufop.br/handle/123456789/3982";"masterThesis";"por"
"UNICAMP-30_0c680bf430a4652053f554a30818ef0f";"Contribuição a redução de ordem e controle de sistemas discretos multivariaveis";"primary[Munaro, Celso Jose(NA)]";"Inteligência artificial|Engenharia elétrica";"UNICAMP";"masterThesis";"openAccess";"1990";"https://hdl.handle.net/20.500.12733/1574900";"masterThesis";"por"
"UNICAMP-30_a01a83a55c00309b5262f307495a680e";"Controle adaptativo para processos multivariaveis : aspectos teoricos e simulação";"primary[Coelho, Antonio Augusto Rodrigues(NA)]";"Algoritmos|Inteligência artificial";"UNICAMP";"doctoralThesis";"openAccess";"1991";"https://hdl.handle.net/20.500.12733/1575346";"doctoralThesis";"por"
"UNICAMP-30_18a6b72d8370620f326ee5c56f5f9983";"Modelo de utilização do paradigma de Blackboard";"primary[Nakamiti, Gilberto Shigueo(NA)]";"Software|Inteligência artificial";"UNICAMP";"masterThesis";"openAccess";"1991";"https://hdl.handle.net/20.500.12733/1575850";"masterThesis";"por"
"UFSC_210da8cfbbd5a156c0e0a9c546759fee";"Generalização de fatos na compreensão de textos em linguagem natural";"primary[Lacerda, Jose Neves de(NA)]";"";"UFSC";"masterThesis";"openAccess";"1996";"https://repositorio.ufsc.br/xmlui/handle/123456789/158062";"masterThesis";"por"
"UNB_441d7b8a11e3a826a773c850d8011461";"Estimating image aesthetic value using a content-based convolutional neural network architecture";"primary[Lima, João Marcello Schubnell Abreu de Rezende(NA)]";"";"UNB";"masterThesis";"openAccess";"2019";"https://repositorio.unb.br/handle/10482/38225";"masterThesis";""
"UNB_e0444df8fe13c3e84284ffbadf345489";"ARTelligent : Arte e Inteligência Artificial no contexto da emergência e da autopoiese";"primary[Barretto, Francisco de Paula(NA)]";"";"UNB";"masterThesis";"openAccess";"2012";"http://repositorio.unb.br/handle/10482/10595";"masterThesis";"por"
"UNB_edcd24d3d9c221ad51348f1c26cd7efe";"The emergence of an information bottleneck teory of deep learning";"primary[Guth, Frederico(NA)]";"";"UNB";"masterThesis";"openAccess";"2022";"https://repositorio.unb.br/handle/10482/43742";"masterThesis";"por"
"UNB_3dba5992801ad717fb439371a0377ef3";"Framework para criação e manipulação de redes bayesianas em dispositivos móveis";"primary[Boni, Mauro Henrique Lima de(NA)]";"";"UNB";"masterThesis";"openAccess";"2012";"http://repositorio.unb.br/handle/10482/13282";"masterThesis";"por"
"UNB_75c035c0e10a1a567afd1305fd408268";"Aprendizagem por reforço aplicada ao gerenciamento tático do fluxo de tráfego aéreo";"primary[Crespo, Antonio Márcio Ferreira(NA)]";"";"UNB";"masterThesis";"openAccess";"2010";"http://repositorio.unb.br/handle/10482/7904";"masterThesis";"por"
"UFMS_fea574360d83eeeef9d776e824f8925c";"Exploração de arquiteturas de redes neurais convolucionais para identificação de forrageiras do gênero Bachiaria e Panicum";"primary[Luciana Gomes Fazan(NA)]";"Inteligência Artificial, Deep Learning";"UFMS";"masterThesis";"openAccess";"2020";"https://repositorio.ufms.br/handle/123456789/3646";"masterThesis";"por"
